source,evmTokenAddress,evmReceiverAddress,formattedAmount,amount,sudtArgs,burnTxHash,transferTxHash
BSC,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,0x5fb45a090fa369bf17079c3c138ee2419caad38e,0.004 BTCB|bsc,4000000000000000,0x9ea7beb4a36469e00bb30dbac75e93672441b483d519556ba9d1424b9294eae5,0xcfb4a7eda679d9c9b8a8ab9e6eaa778ccc455cce9c81a6b6dcccba0ef1cb3314,
Ethereum,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,0.2 ETH|eth,200000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xcfb4a7eda679d9c9b8a8ab9e6eaa778ccc455cce9c81a6b6dcccba0ef1cb3314,
Ethereum,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,0.5 ETH|eth,500000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xcfb4a7eda679d9c9b8a8ab9e6eaa778ccc455cce9c81a6b6dcccba0ef1cb3314,
Ethereum,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,0.82 ETH|eth,820000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xcfb4a7eda679d9c9b8a8ab9e6eaa778ccc455cce9c81a6b6dcccba0ef1cb3314,
Ethereum,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xa4acd1fa5d70bd5a6ad358a9f156d920cb207c6a,0.05 WBTC|eth,5000000,0x0a2117bce7a84cac80e7c5971919d12987e4da58f79e010c6c2f58c7d6e687e1,0xb6fe4069624d3b826ad0529666b6711789c4076c227d4c14de8b72d8fb038d75,
BSC,0x0000000000000000000000000000000000000000,0xa4acd1fa5d70bd5a6ad358a9f156d920cb207c6a,3.0 BNB|bsc,3000000000000000000,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0xb6fe4069624d3b826ad0529666b6711789c4076c227d4c14de8b72d8fb038d75,
Ethereum,0x0000000000000000000000000000000000000000,0xa4acd1fa5d70bd5a6ad358a9f156d920cb207c6a,1.5 ETH|eth,1500000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xb6fe4069624d3b826ad0529666b6711789c4076c227d4c14de8b72d8fb038d75,
Ethereum,0x0000000000000000000000000000000000000000,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,0.018226640114490682 ETH|eth,18226640114490682,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x4d534b2fe540521819ef6a7c02a497960a60a65fbe0ec0a7003b4c92c60eda48,
Ethereum,0x0000000000000000000000000000000000000000,0xd7a1c535965aa05a422b44c99921371f58807fae,3.68700000000000008 ETH|eth,3687000000000000080,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xc48e0dfb3dafb1babaa89ec4dc4907a2e0a3b1957175f88ebda7409d62cf2153,
BSC,0x0000000000000000000000000000000000000000,0xd7a1c535965aa05a422b44c99921371f58807fae,6.210000000000000256 BNB|bsc,6210000000000000256,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0xc48e0dfb3dafb1babaa89ec4dc4907a2e0a3b1957175f88ebda7409d62cf2153,
Ethereum,0x0000000000000000000000000000000000000000,0x59b17ab7bf007a202fd9977e934134cb739b0faa,10.0 ETH|eth,10000000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xd460801644ad9b1fb2cf5748f410372719ba6421be217172ded27aa72e4f3307,
Ethereum,0x0000000000000000000000000000000000000000,0xcc0af0af911dd40853b8c8dfee90b32f8d1ecad6,0.00045015427586494 ETH|eth,450154275864940,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x56468a92458b52241ae35d238b3a5225da80555c037267b01e01c3b82304c911,
Ethereum,0x0000000000000000000000000000000000000000,0x437ad8a22ceed33cbc4e661f8ef33d57a390d287,0.02251 ETH|eth,22510000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x5fca554a4c498028f11b99693be6add5b9031f13ce552a9fbffc3d73c716b30b,
Ethereum,0x0000000000000000000000000000000000000000,0xc5ba95d8d7a85b89b8496a736cca9d95d0450d8e,15.0 ETH|eth,15000000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x31d2debc7a5b84caa6bf34651f197f785b7ef688d7da07bb53227b48c4b9648c,
Ethereum,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xc5ba95d8d7a85b89b8496a736cca9d95d0450d8e,24814.096692 USDC|eth,24814096692,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x31d2debc7a5b84caa6bf34651f197f785b7ef688d7da07bb53227b48c4b9648c,
Ethereum,0x0000000000000000000000000000000000000000,0xc5ba95d8d7a85b89b8496a736cca9d95d0450d8e,28.15479807444016839 ETH|eth,28154798074440168390,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xfc5d4c01f601f2b93b825d3f049083c78a987589d5bfc4e967b5efb418d53d43,
Ethereum,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,0.5 ETH|eth,500000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x4fb2b5b7cead7399d700423eaebbfee870f5b666198a4881256f6f4b68afddaa,
Ethereum,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,0.75 ETH|eth,750000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x4fb2b5b7cead7399d700423eaebbfee870f5b666198a4881256f6f4b68afddaa,
BSC,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,0.2 BNB|bsc,200000000000000000,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x4fb2b5b7cead7399d700423eaebbfee870f5b666198a4881256f6f4b68afddaa,
Ethereum,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x3fb9f3fb13c9b1658c243b795c7fcb8b7dd686d2,10.765152 USDC|eth,10765152,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x73b860b7f8ef62117f81fe02b3e0c00581cae07b567fe2447839e726eb33d6aa,
Ethereum,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x2ee932768754c9193649d9c097bacd4a8bb346b5,1455.073636 USDC|eth,1455073636,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x452d89e79b936a76aa61a89579fdfd5f30d507015eb4647563bd069fa0bb156b,
Ethereum,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x8954e92ed3f91d0d05495060f78e223bcc10eb5b,6141.637796 USDC|eth,6141637796,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0x8592a118ddc6c75d7974d329b66556cb89f10f13ead72c9dd7b4d88eb35dd4bc,
Ethereum,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x59b17ab7bf007a202fd9977e934134cb739b0faa,50000.0 USDC|eth,50000000000,0x5c4ac961a2428137f27271cf2af205e5c55156d26d9ac285ed3170e8c4cc1501,0xc172e763a523535be623b310af210e1debaed1e2ec49216a470ff93fc215a2b6,
BSC,0x0000000000000000000000000000000000000000,0x59b17ab7bf007a202fd9977e934134cb739b0faa,9.545761412783899394 BNB|bsc,9545761412783899394,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0xc172e763a523535be623b310af210e1debaed1e2ec49216a470ff93fc215a2b6,
Ethereum,0x0000000000000000000000000000000000000000,0x5035b1cbe730ee6908afcd8522641eb024ed7417,0.00014 ETH|eth,140000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x20a4a150e22e6609c1b81b88cbb32d75ec9d9938ee4cb371089ae8686e0b9a52,
Ethereum,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,0.5 ETH|eth,500000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xd95352791bd91ec31841cd16b7e605a5aa0e283bc8b2dabec492abe23ecf1c81,
Ethereum,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,0.3 ETH|eth,300000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xd95352791bd91ec31841cd16b7e605a5aa0e283bc8b2dabec492abe23ecf1c81,
Ethereum,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,1.0 ETH|eth,1000000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xd95352791bd91ec31841cd16b7e605a5aa0e283bc8b2dabec492abe23ecf1c81,
Ethereum,0x0000000000000000000000000000000000000000,0x5fb45a090fa369bf17079c3c138ee2419caad38e,2.0 ETH|eth,2000000000000000000,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0x9e7dc8cd6207b663a1a4c17f1f9cff611598ab665994b93196d3a68535999aa6,
Ethereum,0x0000000000000000000000000000000000000000,0xdfe7932ec38c5919ff1cbe2717328b892ed18df7,0.102102086907649986 ETH|eth,102102086907649986,0x9657b32fcdc463e13ec9205914fd91c443822a949937ae94add9869e7f2e1de8,0xe45f3061cb40855b6f05a16f1822704ff3f062eaaf3990da9767f55d0501eb5b,
BSC,0x0000000000000000000000000000000000000000,0x9d8d7220d060fd12ca33336b7239688e366327de,0.6 BNB|bsc,600000000000000000,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x74c3081c461f44cab10c0910667502dc1030db5e3f91ebdd38ff6a65870aaafe,
BSC,0x0000000000000000000000000000000000000000,0x6b6311a94d5b65ff52498d68fabab61e004e4a97,0.389010568587093106 BNB|bsc,389010568587093106,0x578cd6ab8c0800e6fbc17b58633857dac5626883af89f842e79cb8f7af24de75,0x713c28bb619476b34612548236c298f4108ae5c684feeab74ead8a8e1148d992,
